State,Year,Quarter,District,Transaction_Count,Transaction_Amount
gujarat,2020,3,mahisagar district,223755,410598224.9
gujarat,2020,3,sabar kantha district,978647,1639580053
gujarat,2020,3,tapi district,386709,640774933.3
gujarat,2020,3,vadodara district,4247473,7377577452
gujarat,2020,3,banas kantha district,2102221,4347810484
gujarat,2020,3,amreli district,505391,878846985.4
gujarat,2020,3,ahmadabad district,21769867,43364229619
gujarat,2020,3,dohad district,387675,774665435
gujarat,2020,3,navsari district,669646,1042130558
gujarat,2020,3,patan district,833224,1469939692
gujarat,2020,3,kachchh district,1762816,3715321888
gujarat,2020,3,surendranagar district,612549,1053748004
gujarat,2020,3,morbi district,518903,1151870078
gujarat,2020,4,anand district,1486151,2488003644
gujarat,2020,4,jamnagar district,852972,1746204268
gujarat,2020,4,devbhumi dwarka district,272466,564767075
gujarat,2020,4,rajkot district,1980653,4184580563
gujarat,2020,4,aravallis district,650966,1195080849
gujarat,2020,4,chhotaudepur district,231699,385900402.6
gujarat,2020,4,botad district,358762,637855285.7
gujarat,2020,4,bharuch district,3243841,5265465829
gujarat,2020,4,bhavnagar district,1454824,2860946802
gujarat,2020,4,junagadh district,528638,1081544206
gujarat,2020,4,mahesana district,2473227,4748375062
gujarat,2020,4,the dangs district,89994,115392051.6
gujarat,2020,4,kheda district,1146567,1924149445
gujarat,2020,4,surat district,10950779,22483338828
gujarat,2020,4,porbandar district,185255,409734586
gujarat,2020,4,gandhinagar district,3802536,6260558379
gujarat,2020,4,panch mahals district,861616,1522649649
gujarat,2020,4,narmada district,274158,401617563.1
gujarat,2020,4,gir somnath district,537782,1181991459
gujarat,2020,4,valsad district,2565319,4183435576
gujarat,2020,4,mahisagar district,302767,570736679.6
gujarat,2020,4,sabar kantha district,1339032,2451572619
gujarat,2020,4,tapi district,520631,841884252.8
gujarat,2020,4,vadodara district,6066452,10175864216
gujarat,2020,4,banas kantha district,2687464,5676878892
gujarat,2020,4,amreli district,564757,1075380722
gujarat,2020,4,ahmadabad district,25926518,50995692377
gujarat,2020,4,dohad district,522944,1028322590
gujarat,2020,4,navsari district,906395,1460927907
gujarat,2020,4,patan district,1121201,2091010410
gujarat,2020,4,kachchh district,2405892,5163742799
gujarat,2020,4,surendranagar district,802707,1519077044
gujarat,2020,4,morbi district,713582,1700378082
gujarat,2021,1,anand district,1585982,2723181549
gujarat,2021,1,jamnagar district,899501,1894971999
gujarat,2021,1,devbhumi dwarka district,263772,630081190.7
gujarat,2021,1,rajkot district,2278417,5057583315
gujarat,2021,1,aravallis district,655695,1314732516
gujarat,2021,1,chhotaudepur district,225606,452389275.4
gujarat,2021,1,botad district,367267,798953588
gujarat,2021,1,bharuch district,3420929,5756013891
gujarat,2021,1,bhavnagar district,1446583,3264511507
gujarat,2021,1,junagadh district,543809,1204237180
gujarat,2021,1,mahesana district,2587041,5454846786
gujarat,2021,1,the dangs district,83737,130412216.1
gujarat,2021,1,kheda district,1165033,2180336937
gujarat,2021,1,surat district,13429789,28261722803
gujarat,2021,1,porbandar district,184436,466162975.4
gujarat,2021,1,gandhinagar district,4275528,7290530767
gujarat,2021,1,panch mahals district,976434,1849730326
gujarat,2021,1,narmada district,268489,479844444.2
gujarat,2021,1,gir somnath district,575287,1368653768
gujarat,2021,1,valsad district,2745663,4775335084
gujarat,2021,1,mahisagar district,280340,582703615.8
gujarat,2021,1,sabar kantha district,1357102,2620770589
gujarat,2021,1,tapi district,612570,1114541038
gujarat,2021,1,vadodara district,7191021,11925964623
gujarat,2021,1,banas kantha district,2927080,6883945518
gujarat,2021,1,amreli district,513706,1123115019
gujarat,2021,1,ahmadabad district,36857358,68688129154
gujarat,2021,1,dohad district,548628,1226581748
gujarat,2021,1,navsari district,1022239,1773256368
gujarat,2021,1,patan district,1165681,2425828409
gujarat,2021,1,kachchh district,2664604,6036765373
gujarat,2021,1,surendranagar district,806962,1725777307
gujarat,2021,1,morbi district,848276,2219169833
gujarat,2021,2,anand district,1711394,3014631898
gujarat,2021,2,jamnagar district,1155054,2206347099
gujarat,2021,2,devbhumi dwarka district,333279,738788439.1
gujarat,2021,2,rajkot district,2675842,5707346831
gujarat,2021,2,aravallis district,847681,1683647672
gujarat,2021,2,chhotaudepur district,275873,540185404.7
gujarat,2021,2,botad district,550313,1280565807
gujarat,2021,2,bharuch district,3937665,6464930553
gujarat,2021,2,bhavnagar district,1660432,3448497365
gujarat,2021,2,junagadh district,700286,1487953526
gujarat,2021,2,mahesana district,3118685,6292779692
gujarat,2021,2,the dangs district,105158,157878766.4
gujarat,2021,2,kheda district,1362561,2503386769
gujarat,2021,2,surat district,15230233,30756115156
gujarat,2021,2,porbandar district,227413,558446703.7
gujarat,2021,2,gandhinagar district,4552010,7835004938
gujarat,2021,2,panch mahals district,1214442,2245183337
gujarat,2021,2,narmada district,332174,534890391.7
gujarat,2021,2,gir somnath district,746122,1686621125
gujarat,2021,2,valsad district,3236626,5434041160
gujarat,2021,2,mahisagar district,364905,744153750.3
gujarat,2021,2,sabar kantha district,1659480,3248644724
gujarat,2021,2,tapi district,814911,1327829882
gujarat,2021,2,vadodara district,7847805,12902554422
gujarat,2021,2,banas kantha district,3648428,8286069196
gujarat,2021,2,amreli district,659562,1524494294
gujarat,2021,2,ahmadabad district,44173046,79437951666
gujarat,2021,2,dohad district,693945,1556292874
gujarat,2021,2,navsari district,1296111,2197674430
gujarat,2021,2,patan district,1384484,2811156126
gujarat,2021,2,kachchh district,3268191,7040086478
gujarat,2021,2,surendranagar district,1029627,2066433662
gujarat,2021,2,morbi district,1027658,2441470415
gujarat,2021,3,anand district,2268123,3900508554
gujarat,2021,3,jamnagar district,1546406,2841962055
gujarat,2021,3,devbhumi dwarka district,418822,960353473
gujarat,2021,3,rajkot district,3586356,7726777655
gujarat,2021,3,aravallis district,1072139,2034322150
gujarat,2021,3,chhotaudepur district,319271,611013838.1
gujarat,2021,3,botad district,775124,1847036989
gujarat,2021,3,bharuch district,5280607,8322570349
gujarat,2021,3,bhavnagar district,2001668,4470254984
gujarat,2021,3,junagadh district,833587,1786079501
gujarat,2021,3,mahesana district,4085272,8371811502
gujarat,2021,3,the dangs district,142421,220242754.9
gujarat,2021,3,kheda district,1748901,3172710753
gujarat,2021,3,surat district,21214459,40838608900
gujarat,2021,3,porbandar district,275154,690810567.6
gujarat,2021,3,gandhinagar district,6318239,10546315791
gujarat,2021,3,panch mahals district,1549556,2762752529
gujarat,2021,3,narmada district,446278,730606768.6
gujarat,2021,3,gir somnath district,912616,2047248879
gujarat,2021,3,valsad district,4434194,7173200940
gujarat,2021,3,mahisagar district,442046,893324969.9
gujarat,2021,3,sabar kantha district,2129127,3945628261
gujarat,2021,3,tapi district,1010949,1621047026
gujarat,2021,3,vadodara district,10555446,16336422911
gujarat,2021,3,banas kantha district,4877149,11302732745
gujarat,2021,3,amreli district,880856,2030095873
gujarat,2021,3,ahmadabad district,58611265,1.01761E+11
gujarat,2021,3,dohad district,924227,1953033067
gujarat,2021,3,navsari district,1703437,2845342547
gujarat,2021,3,patan district,1805160,3735782880
gujarat,2021,3,kachchh district,4378602,9001941153
gujarat,2021,3,surendranagar district,1292951,2671069363
gujarat,2021,3,morbi district,1407999,3472418252
gujarat,2021,4,anand district,2754485,4901381739
gujarat,2021,4,jamnagar district,1892202,3573928285
gujarat,2021,4,devbhumi dwarka district,508824,1236361451
gujarat,2021,4,rajkot district,4398724,9808446764
gujarat,2021,4,aravallis district,1389157,2813603552
gujarat,2021,4,chhotaudepur district,399985,776880205.8
gujarat,2021,4,botad district,981895,2347736166
gujarat,2021,4,bharuch district,6671068,10647007113
gujarat,2021,4,bhavnagar district,2503192,5912161062
gujarat,2021,4,junagadh district,1067289,2439626368
gujarat,2021,4,mahesana district,5022604,10719744657
gujarat,2021,4,the dangs district,175673,266936831.3
gujarat,2021,4,kheda district,2115182,3982871288
gujarat,2021,4,surat district,26358525,51244301661
gujarat,2021,4,porbandar district,334768,922030259.9
gujarat,2021,4,gandhinagar district,7658806,13063535936
gujarat,2021,4,panch mahals district,1950412,3527540821
gujarat,2021,4,narmada district,547754,905726392.7
gujarat,2021,4,gir somnath district,1171670,2747773642
gujarat,2021,4,valsad district,5798487,9554286593
gujarat,2021,4,mahisagar district,559971,1204459444
gujarat,2021,4,sabar kantha district,2653416,5247467975
gujarat,2021,4,tapi district,1283905,2146758330
gujarat,2021,4,vadodara district,12675332,20051547593
gujarat,2021,4,banas kantha district,6396725,14662295530
gujarat,2021,4,amreli district,1108699,2596504411
gujarat,2021,4,ahmadabad district,70075885,1.24559E+11
gujarat,2021,4,dohad district,1212646,2565405628
gujarat,2021,4,navsari district,2220944,3782948232
gujarat,2021,4,patan district,2293931,4836124445
gujarat,2021,4,kachchh district,5470337,11281039516
gujarat,2021,4,surendranagar district,1571774,3524100667
gujarat,2021,4,morbi district,1763058,4532702026
gujarat,2022,1,anand district,3048076,5515844714
gujarat,2022,1,jamnagar district,2155185,3995387220
gujarat,2022,1,devbhumi dwarka district,577554,1393188002
gujarat,2022,1,rajkot district,5044420,11183107357
gujarat,2022,1,aravallis district,1603295,3245867370
gujarat,2022,1,chhotaudepur district,469160,961037555.5
gujarat,2022,1,botad district,1089654,2529006397
gujarat,2022,1,bharuch district,7704075,12142511078
gujarat,2022,1,bhavnagar district,2733486,6507151537
gujarat,2022,1,junagadh district,1159000,2632740613
gujarat,2022,1,mahesana district,5772191,12148997855
gujarat,2022,1,the dangs district,199292,319930741.7
gujarat,2022,1,kheda district,2392631,4653031406
gujarat,2022,1,surat district,31199368,60384509134
gujarat,2022,1,porbandar district,368108,1041885112
gujarat,2022,1,gandhinagar district,8605006,14673670632
gujarat,2022,1,panch mahals district,2317566,4354464950
gujarat,2022,1,narmada district,590661,1028206703
gujarat,2022,1,gir somnath district,1311753,3149910594
gujarat,2022,1,valsad district,6673719,11065186874
gujarat,2022,1,mahisagar district,634329,1400068532
gujarat,2022,1,sabar kantha district,3018096,5899494955
gujarat,2022,1,tapi district,1479525,2625677244
gujarat,2022,1,vadodara district,14343830,22232541229
gujarat,2022,1,banas kantha district,7973644,18279879154
gujarat,2022,1,amreli district,1139593,2619535837
gujarat,2022,1,ahmadabad district,79952986,1.40746E+11
gujarat,2022,1,dohad district,1492215,3303671730
gujarat,2022,1,navsari district,2558811,4448236738
gujarat,2022,1,patan district,2676329,5505990583
gujarat,2022,1,kachchh district,6493295,13234467234
gujarat,2022,1,surendranagar district,1770045,4155739567
gujarat,2022,1,morbi district,2000248,5171017148
gujarat,2022,2,anand district,3366969,5980713687
gujarat,2022,2,jamnagar district,2577307,4428726323
gujarat,2022,2,devbhumi dwarka district,699907,1553973410
gujarat,2022,2,rajkot district,6063252,12629937170
gujarat,2022,2,aravallis district,1985375,3936343254
gujarat,2022,2,chhotaudepur district,554481,1118837886
gujarat,2022,2,botad district,1319494,2481012651
gujarat,2022,2,bharuch district,8898927,13524403307
gujarat,2022,2,bhavnagar district,3280598,7203081678
gujarat,2022,2,junagadh district,1303634,2870016920
gujarat,2022,2,mahesana district,6831581,13686497406
gujarat,2022,2,the dangs district,242942,386904516.3
gujarat,2022,2,kheda district,2804743,5136552729
gujarat,2022,2,surat district,37371820,68525386888
gujarat,2022,2,porbandar district,451806,1247309372
gujarat,2022,2,gandhinagar district,10158506,16650584409
gujarat,2022,2,panch mahals district,2768107,4913162125
gujarat,2022,2,narmada district,728214,1199594622
gujarat,2022,2,gir somnath district,1593762,3597900919
gujarat,2022,2,valsad district,8033358,12554813235
gujarat,2022,2,mahisagar district,787617,1679677472
gujarat,2022,2,sabar kantha district,3593785,6977672566
gujarat,2022,2,tapi district,1783511,3029292345
gujarat,2022,2,vadodara district,16566055,24927078678
gujarat,2022,2,banas kantha district,9732655,20605533611
gujarat,2022,2,amreli district,1320163,2813019600
gujarat,2022,2,ahmadabad district,96453555,1.61506E+11
gujarat,2022,2,dohad district,1809814,3896428798
gujarat,2022,2,navsari district,3327016,5310124254
gujarat,2022,2,patan district,3116746,6276857246
gujarat,2022,2,kachchh district,7934471,15334005512
gujarat,2022,2,surendranagar district,2087742,4713415151
gujarat,2022,2,morbi district,2504883,6103036588
gujarat,2022,3,anand district,3910410,6469350595
gujarat,2022,3,jamnagar district,3714625,5733544044
gujarat,2022,3,devbhumi dwarka district,918151,1779143513
gujarat,2022,3,rajkot district,8053297,15206611341
gujarat,2022,3,aravallis district,2236769,3920741953
gujarat,2022,3,chhotaudepur district,545300,995504884.8
gujarat,2022,3,botad district,1433437,2591773864
gujarat,2022,3,bharuch district,11270803,15949022078
gujarat,2022,3,bhavnagar district,4568839,9041452291
gujarat,2022,3,junagadh district,1537367,3043926125
gujarat,2022,3,mahesana district,6403784,12429803357
gujarat,2022,3,the dangs district,254111,381893547.7
gujarat,2022,3,kheda district,3591066,5933588858
gujarat,2022,3,surat district,46500453,78304481289
gujarat,2022,3,porbandar district,578802,1357830611
gujarat,2022,3,gandhinagar district,10879868,17098915693
gujarat,2022,3,panch mahals district,2823294,4508411918
gujarat,2022,3,narmada district,723343,1114771649
gujarat,2022,3,gir somnath district,1406104,3027458849
gujarat,2022,3,valsad district,9633288,13905599409
gujarat,2022,3,mahisagar district,1122900,1986607332
gujarat,2022,3,sabar kantha district,3760015,6565494235
gujarat,2022,3,tapi district,1473584,2258710020
gujarat,2022,3,vadodara district,23318716,32733106035
gujarat,2022,3,banas kantha district,11035119,22401495022
gujarat,2022,3,amreli district,1325138,2656525027
gujarat,2022,3,ahmadabad district,117574996,1.84255E+11
gujarat,2022,3,dohad district,2182542,3862273582
gujarat,2022,3,navsari district,2421727,3829182730
gujarat,2022,3,patan district,3407916,6332131544
gujarat,2022,3,kachchh district,9375781,16533683640
gujarat,2022,3,surendranagar district,2522750,5153708092
gujarat,2022,3,morbi district,2735437,6075514371
gujarat,2022,4,anand district,4351503,7433779371
gujarat,2022,4,jamnagar district,4945374,7625464587
gujarat,2022,4,devbhumi dwarka district,910863,1848097499
gujarat,2022,4,rajkot district,9260831,17834314869
gujarat,2022,4,aravallis district,2532438,4651225998
gujarat,2022,4,chhotaudepur district,640222,1199597590
gujarat,2022,4,botad district,1634212,3051272765
gujarat,2022,4,bharuch district,15879527,22486941030
gujarat,2022,4,bhavnagar district,5089277,10905403198
gujarat,2022,4,junagadh district,2532155,4948034874
gujarat,2022,4,mahesana district,7160396,14173625244
gujarat,2022,4,the dangs district,317748,463583958.9
gujarat,2022,4,kheda district,3509944,6102744147
gujarat,2022,4,surat district,52037142,85923991747
gujarat,2022,4,porbandar district,615650,1513924726
gujarat,2022,4,gandhinagar district,12010565,19015449814
gujarat,2022,4,panch mahals district,3308022,5455257544
gujarat,2022,4,narmada district,846033,1308463853
gujarat,2022,4,gir somnath district,1671989,3731133998
gujarat,2022,4,valsad district,11103340,15842261458
gujarat,2022,4,mahisagar district,1619162,2861334019
gujarat,2022,4,sabar kantha district,4958012,8965673463
gujarat,2022,4,tapi district,1635320,2610910574
gujarat,2022,4,vadodara district,20968443,30304178848
gujarat,2022,4,banas kantha district,12352158,25179922290
gujarat,2022,4,amreli district,1619039,3343832002
gujarat,2022,4,ahmadabad district,133174553,2.12037E+11
gujarat,2022,4,dohad district,2608983,4807410075
gujarat,2022,4,navsari district,2509503,4046502523
gujarat,2022,4,patan district,3819745,7472645579
gujarat,2022,4,kachchh district,9617702,17113433243
gujarat,2022,4,surendranagar district,2537495,5716407621
gujarat,2022,4,morbi district,3378672,7944369114
gujarat,2023,1,anand district,5397666,9009210736
gujarat,2023,1,jamnagar district,4756337,7167434719
gujarat,2023,1,devbhumi dwarka district,1415994,2752477571
gujarat,2023,1,rajkot district,10331784,19918564828
gujarat,2023,1,aravallis district,4030723,6867703665
gujarat,2023,1,chhotaudepur district,1063601,1949399026
gujarat,2023,1,botad district,2614974,4334114751
gujarat,2023,1,bharuch district,17611455,23420620380
gujarat,2023,1,bhavnagar district,5891467,12426320689
gujarat,2023,1,junagadh district,2103076,4380773447
gujarat,2023,1,mahesana district,11768050,21693083051
gujarat,2023,1,the dangs district,525483,743925303
gujarat,2023,1,kheda district,5309300,8871328725
gujarat,2023,1,surat district,59319420,95572900783
gujarat,2023,1,porbandar district,781192,2010358003
gujarat,2023,1,gandhinagar district,19462874,28898357911
gujarat,2023,1,panch mahals district,4382750,6885930879
gujarat,2023,1,narmada district,1331119,2006640636
gujarat,2023,1,gir somnath district,2525075,5400719200
gujarat,2023,1,valsad district,15422170,21497483690
gujarat,2023,1,mahisagar district,1662680,3003221233
gujarat,2023,1,sabar kantha district,7019623,11873701987
gujarat,2023,1,tapi district,2629964,4183517799
gujarat,2023,1,vadodara district,25446746,33703262986
gujarat,2023,1,banas kantha district,20363171,39328998688
gujarat,2023,1,amreli district,2349744,4616129601
gujarat,2023,1,ahmadabad district,88124113,1.44676E+11
gujarat,2023,1,dohad district,4195072,7548858403
gujarat,2023,1,navsari district,4107219,6361291325
gujarat,2023,1,patan district,6352036,11479571861
gujarat,2023,1,kachchh district,15804575,26116703929
gujarat,2023,1,surendranagar district,3921552,8632632976
gujarat,2023,1,morbi district,4490321,10495027756
gujarat,2023,2,anand district,5851772,9203602342
gujarat,2023,2,jamnagar district,5521568,7701542445
gujarat,2023,2,devbhumi dwarka district,1524055,2754024478
gujarat,2023,2,rajkot district,11886801,21473977466
gujarat,2023,2,aravallis district,4798591,7885461417
gujarat,2023,2,chhotaudepur district,1244113,2137462845
gujarat,2023,2,botad district,2813449,4652143736
gujarat,2023,2,bharuch district,20492081,25552850416
gujarat,2023,2,bhavnagar district,6951883,13318758008
gujarat,2023,2,junagadh district,2403109,4751272420
gujarat,2023,2,mahesana district,13635469,23684515815
gujarat,2023,2,the dangs district,619051,870841121
gujarat,2023,2,kheda district,6085143,9433647106
gujarat,2023,2,surat district,68998170,1.02076E+11
gujarat,2023,2,porbandar district,883224,2116550620
gujarat,2023,2,gandhinagar district,22421756,31572312133
gujarat,2023,2,panch mahals district,5008744,7340222097
gujarat,2023,2,narmada district,1550920,2170877095
gujarat,2023,2,gir somnath district,2968910,6039493391
gujarat,2023,2,valsad district,17817488,23874686294
gujarat,2023,2,mahisagar district,1968493,3393183608
gujarat,2023,2,sabar kantha district,8082316,13228245431
gujarat,2023,2,tapi district,3071773,4542977182
gujarat,2023,2,vadodara district,28126951,36036104419
gujarat,2023,2,banas kantha district,23444277,42180609726
gujarat,2023,2,amreli district,2635417,4820975988
gujarat,2023,2,ahmadabad district,100889578,1.56288E+11
gujarat,2023,2,dohad district,4873367,8161119377
gujarat,2023,2,navsari district,4720973,7128327894
gujarat,2023,2,patan district,7357468,12694378137
gujarat,2023,2,kachchh district,18170694,27688475605
gujarat,2023,2,surendranagar district,4699987,9385361251
gujarat,2023,2,morbi district,5404962,11249299353
gujarat,2023,3,anand district,6408690,9760222735
gujarat,2023,3,jamnagar district,6970886,8736838057
gujarat,2023,3,devbhumi dwarka district,1684259,2947663134
gujarat,2023,3,rajkot district,13691028,24000712020
gujarat,2023,3,aravallis district,5283849,8235714548
gujarat,2023,3,chhotaudepur district,1292249,2019847246
gujarat,2023,3,botad district,3128600,5946985902
gujarat,2023,3,bharuch district,23411273,27245590670
gujarat,2023,3,bhavnagar district,7587294,14822238664
gujarat,2023,3,junagadh district,2618213,5024678950
gujarat,2023,3,mahesana district,15541817,26723975165
gujarat,2023,3,the dangs district,706457,938441461
gujarat,2023,3,kheda district,6743015,9926923098
gujarat,2023,3,surat district,79742341,1.09146E+11
gujarat,2023,3,porbandar district,943933,2166150109
gujarat,2023,3,gandhinagar district,26278985,35649946527
gujarat,2023,3,panch mahals district,5649552,7741547853
gujarat,2023,3,narmada district,1677672,2217044970
gujarat,2023,3,gir somnath district,3233669,6139462563
gujarat,2023,3,valsad district,20283176,25031461480
gujarat,2023,3,mahisagar district,2101699,3280701332
gujarat,2023,3,sabar kantha district,9131301,14174082993
gujarat,2023,3,tapi district,3327168,4468064211
gujarat,2023,3,vadodara district,32705182,39197795542
gujarat,2023,3,banas kantha district,27740530,49573677952
gujarat,2023,3,amreli district,2905887,5235380088
gujarat,2023,3,ahmadabad district,116119081,1.73451E+11
gujarat,2023,3,dohad district,5730710,8613385702
gujarat,2023,3,navsari district,5025791,7075895376
gujarat,2023,3,patan district,8440368,14321658314
gujarat,2023,3,kachchh district,21522506,30415694275
gujarat,2023,3,surendranagar district,5252147,10351069125
gujarat,2023,3,morbi district,6424262,13157501480
gujarat,2023,4,anand district,6867174,10771235167
gujarat,2023,4,jamnagar district,7924852,10107628547
gujarat,2023,4,devbhumi dwarka district,1886630,3368627792
gujarat,2023,4,rajkot district,15005682,26723191144
gujarat,2023,4,aravallis district,6108994,9664540943
gujarat,2023,4,chhotaudepur district,1563239,2358569105
gujarat,2023,4,botad district,3323009,6193409411
gujarat,2023,4,bharuch district,26006725,30590024824
gujarat,2023,4,bhavnagar district,8495955,16920246054
gujarat,2023,4,junagadh district,2943946,5887944270
gujarat,2023,4,mahesana district,17716518,30965776190
gujarat,2023,4,the dangs district,798365,1026115733
gujarat,2023,4,kheda district,7535302,11159583601
gujarat,2023,4,surat district,89306058,1.21541E+11
gujarat,2023,4,porbandar district,1018034,2408521508
gujarat,2023,4,gandhinagar district,28600724,39542236594
gujarat,2023,4,panch mahals district,6384966,8825996905
gujarat,2023,4,narmada district,1960220,2551505964
gujarat,2023,4,gir somnath district,3604683,7178241759
gujarat,2023,4,valsad district,23727240,28875069638
gujarat,2023,4,mahisagar district,2486374,3911148107
gujarat,2023,4,sabar kantha district,10465428,16753741150
gujarat,2023,4,tapi district,3898373,5350667233
gujarat,2023,4,vadodara district,35268395,42648582739
gujarat,2023,4,banas kantha district,32777092,56428699466
gujarat,2023,4,amreli district,3231522,5994626087
gujarat,2023,4,ahmadabad district,125267617,1.90761E+11
gujarat,2023,4,dohad district,6834880,10338663849
gujarat,2023,4,navsari district,5667795,8043463428
gujarat,2023,4,patan district,9984379,17353830621
gujarat,2023,4,kachchh district,24314313,34220033958
gujarat,2023,4,surendranagar district,5854706,11997980078
gujarat,2023,4,morbi district,7286388,14625415788
gujarat,2024,1,anand district,7316186,11328282260
gujarat,2024,1,jamnagar district,9066965,11147113244
gujarat,2024,1,devbhumi dwarka district,2073920,3602425868
gujarat,2024,1,rajkot district,17046652,29191655098
gujarat,2024,1,aravallis district,7031315,10673400659
gujarat,2024,1,chhotaudepur district,1676367,2647702751
gujarat,2024,1,botad district,3673315,6883977650
gujarat,2024,1,bharuch district,29731992,33628152386
gujarat,2024,1,bhavnagar district,9138585,17582069211
gujarat,2024,1,junagadh district,3113159,6089877306
gujarat,2024,1,mahesana district,19982002,34099763013
gujarat,2024,1,the dangs district,855174,1113776052
gujarat,2024,1,kheda district,8563780,12367901309
gujarat,2024,1,surat district,105034339,1.36364E+11
gujarat,2024,1,porbandar district,1135699,2673458019
gujarat,2024,1,gandhinagar district,31981660,42996191408
gujarat,2024,1,panch mahals district,7028756,9636858031
gujarat,2024,1,narmada district,2141452,2816162019
gujarat,2024,1,gir somnath district,3834347,7496777364
gujarat,2024,1,valsad district,26915777,31771393972
gujarat,2024,1,mahisagar district,2824323,4340123320
gujarat,2024,1,sabar kantha district,12025368,18557481997
gujarat,2024,1,tapi district,4186701,5947308759
gujarat,2024,1,vadodara district,38154382,44730428533
gujarat,2024,1,banas kantha district,40367961,67017735019
gujarat,2024,1,amreli district,3423737,6203791708
gujarat,2024,1,ahmadabad district,138618973,2.02027E+11
gujarat,2024,1,dohad district,7924925,12021059561
gujarat,2024,1,navsari district,6157492,8695255189
gujarat,2024,1,patan district,11596973,19539830767
gujarat,2024,1,kachchh district,28520642,38337066197
gujarat,2024,1,surendranagar district,6651581,13269737693
gujarat,2024,1,morbi district,8782171,16820928685
gujarat,2024,2,anand district,8196390,11366128281
gujarat,2024,2,jamnagar district,10073749,11342650893
gujarat,2024,2,devbhumi dwarka district,2365657,3737000914
gujarat,2024,2,rajkot district,19838801,30859975152
gujarat,2024,2,aravallis district,8074072,11362893396
gujarat,2024,2,chhotaudepur district,1922724,2803187122
gujarat,2024,2,botad district,4977223,7553204401
gujarat,2024,2,bharuch district,33352178,34697652641
gujarat,2024,2,bhavnagar district,10688061,17969866970
gujarat,2024,2,junagadh district,3472812,6346070996
gujarat,2024,2,mahesana district,22895995,35987441959
gujarat,2024,2,the dangs district,938604,1208133646
gujarat,2024,2,kheda district,9984541,12877558232
gujarat,2024,2,surat district,116817747,1.38378E+11
gujarat,2024,2,porbandar district,1317855,2859192346
gujarat,2024,2,gandhinagar district,36066761,45071516523
gujarat,2024,2,panch mahals district,8260755,10079307005
gujarat,2024,2,narmada district,2432785,2967401484
gujarat,2024,2,gir somnath district,4485698,7939601306
gujarat,2024,2,valsad district,30477361,33612898778
gujarat,2024,2,mahisagar district,3314717,4687177180
gujarat,2024,2,sabar kantha district,13684658,19925493955
gujarat,2024,2,tapi district,4665204,6147180440
gujarat,2024,2,vadodara district,42177608,46214118784
gujarat,2024,2,banas kantha district,47187704,71695240350
gujarat,2024,2,amreli district,4201781,6514345190
gujarat,2024,2,ahmadabad district,157085451,2.098E+11
gujarat,2024,2,dohad district,9109360,13129139495
gujarat,2024,2,navsari district,7078553,9246883871
gujarat,2024,2,patan district,13247777,20785293317
gujarat,2024,2,kachchh district,33288260,40535534738
gujarat,2024,2,surendranagar district,8056821,14326232931
gujarat,2024,2,morbi district,10657490,18598766901
gujarat,2024,3,anand district,8578774,11601055294
gujarat,2024,3,jamnagar district,11681127,12269790416
gujarat,2024,3,devbhumi dwarka district,2382286,3527809061
gujarat,2024,3,aravalli district,8420198,11258998794
gujarat,2024,3,rajkot district,22375781,33430322107
gujarat,2024,3,chhotaudepur district,1938788,2577257732
gujarat,2024,3,botad district,5248362,8303894180
gujarat,2024,3,bharuch district,36481569,36531930277
gujarat,2024,3,bhavnagar district,11067731,19124152894
gujarat,2024,3,ahmedabad district,173598033,2.26309E+11
gujarat,2024,3,junagadh district,3678910,6373455742
gujarat,2024,3,dahod district,10322385,12838526825
gujarat,2024,3,mahesana district,24924833,38776611681
gujarat,2024,3,kheda district,10407790,12936602013
gujarat,2024,3,surat district,131338915,1.49409E+11
gujarat,2024,3,porbandar district,1330120,2740923256
gujarat,2024,3,gandhinagar district,40305705,49400488875
gujarat,2024,3,narmada district,2613243,2925601261
gujarat,2024,3,gir somnath district,4708060,7945667907
gujarat,2024,3,valsad district,33155208,34776885282
gujarat,2024,3,panchmahals district,8918544,10095224689
gujarat,2024,3,mahisagar district,3542847,4552165769
gujarat,2024,3,tapi district,4738319,5692949286
gujarat,2024,3,vadodara district,45764067,48606072456
gujarat,2024,3,sabarkantha district,14614979,19972964524
gujarat,2024,3,amreli district,4245075,6425282983
gujarat,2024,3,navsari district,7334350,9193203297
gujarat,2024,3,patan district,14326408,22229034456
gujarat,2024,3,kachchh district,37883930,43061801145
gujarat,2024,3,surendranagar district,8743432,14807455653
gujarat,2024,3,dangs district,1035773,1202747376
gujarat,2024,3,morbi district,11889483,19441113332
gujarat,2024,3,banaskantha district,49846225,75213400856
gujarat,2024,4,anand district,9478915,12970195711
gujarat,2024,4,jamnagar district,13015252,13781609013
gujarat,2024,4,devbhumi dwarka district,2846660,4262882854
gujarat,2024,4,aravalli district,9444097,13228372954
gujarat,2024,4,rajkot district,24338833,36861548184
gujarat,2024,4,chhotaudepur district,2276890,3067898883
gujarat,2024,4,botad district,5943626,9825352520
gujarat,2024,4,bharuch district,39338070,40222070451
gujarat,2024,4,bhavnagar district,12014669,21759667639
gujarat,2024,4,ahmedabad district,185220314,2.46067E+11
gujarat,2024,4,junagadh district,4191600,7478097660
gujarat,2024,4,dahod district,11488629,14580004151
gujarat,2024,4,mahesana district,27610047,43655175627
gujarat,2024,4,kheda district,11433846,14700149296
