State,Year,Quarter,District,Transaction_Count,Transaction_Amount
mizoram,2021,1,serchhip district,12877,42644166.31
mizoram,2021,1,aizawl district,182220,609359098.2
mizoram,2021,1,lunglei district,40131,133262456
mizoram,2021,1,mamit district,18670,51226307.48
mizoram,2021,1,lawngtlai district,31658,106154307.4
mizoram,2021,1,kolasib district,22212,71207105.2
mizoram,2021,1,champhai district,13769,51873702.94
mizoram,2021,1,saiha district,8038,35378443.38
mizoram,2021,2,serchhip district,15664,39541209.18
mizoram,2021,2,aizawl district,222893,635733237
mizoram,2021,2,lunglei district,46084,125798685.1
mizoram,2021,2,mamit district,20464,51797964.37
mizoram,2021,2,lawngtlai district,38779,110575273.9
mizoram,2021,2,kolasib district,23910,66068598.12
mizoram,2021,2,champhai district,15913,52313277.18
mizoram,2021,2,saiha district,10633,41046228.48
mizoram,2021,3,serchhip district,19902,54838260.22
mizoram,2021,3,aizawl district,276340,865537331.9
mizoram,2021,3,lunglei district,55054,157303231.4
mizoram,2021,3,mamit district,22878,65856355.67
mizoram,2021,3,lawngtlai district,44431,130625157.5
mizoram,2021,3,kolasib district,30064,84157970.64
mizoram,2021,3,champhai district,18678,71974971.06
mizoram,2021,3,saiha district,11182,43455371.73
mizoram,2021,4,serchhip district,21092,58127189.33
mizoram,2021,4,aizawl district,317555,1021257676
mizoram,2021,4,lunglei district,62996,193267816.7
mizoram,2021,4,mamit district,28553,76910208.13
mizoram,2021,4,lawngtlai district,47572,152734951.8
mizoram,2021,4,kolasib district,37950,113743718.9
mizoram,2021,4,champhai district,25625,100501231.3
mizoram,2021,4,saiha district,11986,54122948.93
mizoram,2022,1,serchhip district,25542,73577504.14
mizoram,2022,1,aizawl district,341192,1081700362
mizoram,2022,1,lunglei district,70118,225762310.6
mizoram,2022,1,mamit district,31141,85615813.92
mizoram,2022,1,lawngtlai district,52546,177710904.9
mizoram,2022,1,kolasib district,41730,131565353.7
mizoram,2022,1,champhai district,28284,104778862.4
mizoram,2022,1,saiha district,14364,64447851.87
mizoram,2022,2,serchhip district,24248,72294618.64
mizoram,2022,2,aizawl district,364786,1137178791
mizoram,2022,2,lunglei district,71974,216551898
mizoram,2022,2,mamit district,35643,98025373.52
mizoram,2022,2,lawngtlai district,55575,178078191.5
mizoram,2022,2,kolasib district,44824,125315221.5
mizoram,2022,2,champhai district,30607,103805199.4
mizoram,2022,2,saiha district,16320,71937273.17
mizoram,2022,3,serchhip district,23168,65622337
mizoram,2022,3,aizawl district,383546,1129120157
mizoram,2022,3,lunglei district,81428,231838246.9
mizoram,2022,3,mamit district,32604,88879142.38
mizoram,2022,3,lawngtlai district,52771,160991695
mizoram,2022,3,kolasib district,44830,121251949.2
mizoram,2022,3,champhai district,25701,86209300.03
mizoram,2022,3,saiha district,14990,62352784.59
mizoram,2022,4,serchhip district,25172,71431982.55
mizoram,2022,4,aizawl district,360350,1054341699
mizoram,2022,4,lunglei district,99571,275164384.8
mizoram,2022,4,mamit district,39889,111490213.1
mizoram,2022,4,lawngtlai district,60120,176322495.4
mizoram,2022,4,kolasib district,55854,157046232.3
mizoram,2022,4,champhai district,33252,110073440.4
mizoram,2022,4,saiha district,19566,82040637.84
mizoram,2023,1,serchhip district,47296,123979875
mizoram,2023,1,aizawl district,504609,1341466173
mizoram,2023,1,lunglei district,133494,370554828
mizoram,2023,1,mamit district,70712,203623313
mizoram,2023,1,lawngtlai district,100980,302696707
mizoram,2023,1,kolasib district,101803,285504599
mizoram,2023,1,champhai district,60149,197355098
mizoram,2023,1,saiha district,33552,130442146
mizoram,2023,2,serchhip district,59329,133368970
mizoram,2023,2,aizawl district,591532,1487286801
mizoram,2023,2,lunglei district,143000,370416278
mizoram,2023,2,mamit district,78957,210372609
mizoram,2023,2,lawngtlai district,118358,363557404
mizoram,2023,2,kolasib district,115550,294504301
mizoram,2023,2,champhai district,62301,181668968
mizoram,2023,2,saiha district,39903,150631245
mizoram,2023,3,serchhip district,58254,132491025
mizoram,2023,3,aizawl district,685462,1543440692
mizoram,2023,3,lunglei district,141180,351803351
mizoram,2023,3,mamit district,79763,178963303
mizoram,2023,3,lawngtlai district,113307,317228377
mizoram,2023,3,kolasib district,134018,295784977
mizoram,2023,3,champhai district,56753,156896799
mizoram,2023,3,saiha district,41676,129521711
mizoram,2023,4,serchhip district,60241,146216988
mizoram,2023,4,aizawl district,780542,1736939028
mizoram,2023,4,lunglei district,163967,404021870
mizoram,2023,4,mamit district,94566,221318131
mizoram,2023,4,lawngtlai district,129497,341405743
mizoram,2023,4,kolasib district,155636,366968476
mizoram,2023,4,champhai district,67268,171711322
mizoram,2023,4,saiha district,49011,152258725
mizoram,2024,1,serchhip district,65889,147392179
mizoram,2024,1,aizawl district,818787,1679426368
mizoram,2024,1,lunglei district,183807,430369269
mizoram,2024,1,mamit district,103195,242076766
mizoram,2024,1,lawngtlai district,148817,367265052
mizoram,2024,1,kolasib district,183165,428839081
mizoram,2024,1,champhai district,74670,180323530
mizoram,2024,1,saiha district,48686,154404485
mizoram,2024,2,serchhip district,67373,137181022
mizoram,2024,2,aizawl district,1014689,1856999075
mizoram,2024,2,lunglei district,221646,445648162
mizoram,2024,2,mamit district,108197,195830750
mizoram,2024,2,lawngtlai district,213651,431942044
mizoram,2024,2,kolasib district,210091,400830889
mizoram,2024,2,champhai district,85226,182655384
mizoram,2024,2,saiha district,56206,147390314
mizoram,2024,3,hnahthial district,21999,33189532
mizoram,2024,3,serchhip district,85602,143621208
mizoram,2024,3,aizawl district,1204518,1927570811
mizoram,2024,3,siaha district,75742,158270494
mizoram,2024,3,lunglei district,232227,432958984
mizoram,2024,3,mamit district,117538,194939256
mizoram,2024,3,lawngtlai district,244230,393119376
mizoram,2024,3,kolasib district,246652,398192908
mizoram,2024,3,saitual district,59996,98333373
mizoram,2024,3,champhai district,52619,116424147
mizoram,2024,3,khawzawl district,19083,27268142
mizoram,2024,4,hnahthial district,27605,41064034
mizoram,2024,4,serchhip district,95108,166070593
mizoram,2024,4,aizawl district,1350823,2141964144
mizoram,2024,4,siaha district,105027,191223101
mizoram,2024,4,lunglei district,263302,473202756
mizoram,2024,4,mamit district,158152,275655302
mizoram,2024,4,lawngtlai district,276664,437705884
mizoram,2024,4,kolasib district,282243,468475911
mizoram,2024,4,saitual district,60594,106773409
mizoram,2024,4,champhai district,59405,126311186
mizoram,2024,4,khawzawl district,23520,32716602
nagaland,2018,1,mon district,1851,2962723.122
nagaland,2018,1,phek district,1397,1347986.05
nagaland,2018,1,longleng district,605,547262.5934
nagaland,2018,1,mokokchung district,3428,5653655.117
nagaland,2018,1,kiphire district,255,558831.6112
nagaland,2018,1,kohima district,11070,20744033.41
nagaland,2018,1,tuensang district,1861,2939509.974
nagaland,2018,1,peren district,587,1228042.909
nagaland,2018,1,dimapur district,18449,38330087.58
nagaland,2018,1,zunheboto district,1700,1750900.646
nagaland,2018,1,wokha district,1642,1942858.074
nagaland,2018,2,mon district,2652,5592193.662
nagaland,2018,2,phek district,2058,3265939.417
nagaland,2018,2,longleng district,526,606015.5837
nagaland,2018,2,mokokchung district,4472,6880664.953
nagaland,2018,2,kiphire district,497,1392292.112
nagaland,2018,2,kohima district,14759,41958069.33
nagaland,2018,2,tuensang district,2914,5272196.387
nagaland,2018,2,peren district,1151,3132544.259
nagaland,2018,2,dimapur district,31758,78472133.75
nagaland,2018,2,zunheboto district,1961,3800720.221
nagaland,2018,2,wokha district,2851,2952808.201
nagaland,2018,3,mon district,4368,10680645.61
nagaland,2018,3,phek district,2951,4193127.065
nagaland,2018,3,longleng district,529,941537.1577
nagaland,2018,3,mokokchung district,7245,14438372.12
nagaland,2018,3,kiphire district,1527,1911400.519
nagaland,2018,3,kohima district,20678,62621606.4
nagaland,2018,3,tuensang district,4657,8672814.868
nagaland,2018,3,peren district,1349,3565504.39
nagaland,2018,3,dimapur district,44383,122676685.9
nagaland,2018,3,zunheboto district,3370,6042931.989
nagaland,2018,3,wokha district,3314,6048116.934
nagaland,2018,4,mon district,7966,25315124.34
nagaland,2018,4,phek district,3615,6547794.254
nagaland,2018,4,longleng district,907,1946732.364
nagaland,2018,4,mokokchung district,10673,21026422.57
nagaland,2018,4,kiphire district,2008,3577703.454
nagaland,2018,4,kohima district,28604,84867917.09
nagaland,2018,4,tuensang district,5518,14443409.7
nagaland,2018,4,peren district,2071,6712394.675
nagaland,2018,4,dimapur district,68046,202172094.7
nagaland,2018,4,zunheboto district,4966,12449027.89
nagaland,2018,4,wokha district,4959,8954846.536
nagaland,2019,1,mon district,9694,32110056.27
nagaland,2019,1,phek district,5062,12361140.85
nagaland,2019,1,longleng district,1593,2777167.988
nagaland,2019,1,mokokchung district,11808,22421067.67
nagaland,2019,1,kiphire district,2103,4550857.606
nagaland,2019,1,kohima district,34373,93498426.91
nagaland,2019,1,tuensang district,5962,15964521.8
nagaland,2019,1,peren district,2689,6473296.666
nagaland,2019,1,dimapur district,80741,222202606.8
nagaland,2019,1,zunheboto district,8860,16471426.46
nagaland,2019,1,wokha district,5694,13111143.37
nagaland,2019,2,mon district,10564,30077446.32
nagaland,2019,2,phek district,5232,11255799.07
nagaland,2019,2,longleng district,1530,3480572.779
nagaland,2019,2,mokokchung district,11894,28979287.99
nagaland,2019,2,kiphire district,2784,6816990.794
nagaland,2019,2,kohima district,35959,102757262.3
nagaland,2019,2,tuensang district,6027,16464089.79
nagaland,2019,2,peren district,2715,6719423.987
nagaland,2019,2,dimapur district,86518,258070892
nagaland,2019,2,zunheboto district,19752,43001192.89
nagaland,2019,2,wokha district,5778,12443724.25
nagaland,2019,3,mon district,17134,36965971.96
nagaland,2019,3,phek district,8985,20348950.01
nagaland,2019,3,longleng district,2839,5855246.427
nagaland,2019,3,mokokchung district,17903,35622564.4
nagaland,2019,3,kiphire district,4847,7311019.912
nagaland,2019,3,kohima district,50183,133224817.5
nagaland,2019,3,tuensang district,9274,19613846.13
nagaland,2019,3,peren district,4277,8062310.435
nagaland,2019,3,dimapur district,117140,307103749.7
nagaland,2019,3,zunheboto district,20054,60553998.32
nagaland,2019,3,wokha district,9242,16293996.93
nagaland,2019,4,mon district,23615,52231884.4
nagaland,2019,4,phek district,11054,24095426.02
nagaland,2019,4,longleng district,3517,7854502.106
nagaland,2019,4,mokokchung district,21048,44939725.57
nagaland,2019,4,kiphire district,5522,11787954.89
nagaland,2019,4,kohima district,58317,160227363.6
nagaland,2019,4,tuensang district,11148,25427823.37
nagaland,2019,4,peren district,5148,10804065.56
nagaland,2019,4,dimapur district,142922,401874104.3
nagaland,2019,4,zunheboto district,23374,73875655.64
nagaland,2019,4,wokha district,11505,21418632.85
nagaland,2020,1,mon district,28668,56777615.99
nagaland,2020,1,phek district,13124,24135509.7
nagaland,2020,1,longleng district,4576,8570430.18
nagaland,2020,1,mokokchung district,22949,46458137.86
nagaland,2020,1,kiphire district,8571,15127296.52
nagaland,2020,1,kohima district,68246,160485650.6
nagaland,2020,1,tuensang district,13234,29281215.25
nagaland,2020,1,peren district,6691,10449509.22
nagaland,2020,1,dimapur district,185428,497123725.5
nagaland,2020,1,zunheboto district,12812,23929943.34
nagaland,2020,1,wokha district,13752,22440994.63
nagaland,2020,2,mon district,42193,72681549.71
nagaland,2020,2,phek district,21862,39562622.89
nagaland,2020,2,longleng district,8262,14490014.34
nagaland,2020,2,mokokchung district,34034,59551064.18
nagaland,2020,2,kiphire district,11097,21770604.47
nagaland,2020,2,kohima district,98852,235056409.2
nagaland,2020,2,tuensang district,19823,47286166.88
nagaland,2020,2,peren district,11337,17709802.03
nagaland,2020,2,dimapur district,232533,564581175
nagaland,2020,2,zunheboto district,18146,34250745.55
nagaland,2020,2,wokha district,19427,30734350.1
nagaland,2020,3,mon district,53050,85955858.56
nagaland,2020,3,phek district,26004,53114140.44
nagaland,2020,3,longleng district,10017,19598582.18
nagaland,2020,3,mokokchung district,43164,83590575.73
nagaland,2020,3,kiphire district,12462,29101447.58
nagaland,2020,3,kohima district,149404,438659891.1
nagaland,2020,3,tuensang district,25719,59266466.87
nagaland,2020,3,peren district,13958,25258376.2
nagaland,2020,3,dimapur district,352179,1122771447
nagaland,2020,3,zunheboto district,21556,44845371.93
nagaland,2020,3,wokha district,28806,47486985.42
nagaland,2020,4,mon district,51806,149055802.8
nagaland,2020,4,phek district,28612,75169716.48
nagaland,2020,4,longleng district,13202,34760738.48
nagaland,2020,4,mokokchung district,48813,129158623.7
nagaland,2020,4,kiphire district,12945,38345433.7
nagaland,2020,4,kohima district,168861,528950655.3
nagaland,2020,4,tuensang district,29583,92512403.56
nagaland,2020,4,peren district,14947,37707510.8
nagaland,2020,4,dimapur district,422501,1549414048
nagaland,2020,4,zunheboto district,23475,60794471.33
nagaland,2020,4,wokha district,33080,77215466.14
nagaland,2021,1,mon district,43337,148431447.8
nagaland,2021,1,phek district,24927,86311391.93
nagaland,2021,1,longleng district,12009,34735822.64
nagaland,2021,1,mokokchung district,43465,116937738.4
nagaland,2021,1,kiphire district,10667,36122629.68
nagaland,2021,1,kohima district,209442,611989486.4
nagaland,2021,1,tuensang district,23643,84510754.52
nagaland,2021,1,peren district,12322,33575965.56
nagaland,2021,1,dimapur district,550985,1837044748
nagaland,2021,1,zunheboto district,18219,51849616.04
nagaland,2021,1,wokha district,26881,65940883.14
nagaland,2021,2,mon district,51055,137641683
nagaland,2021,2,phek district,31478,98158667.8
nagaland,2021,2,longleng district,13528,39521626.84
nagaland,2021,2,mokokchung district,63952,152031632.5
nagaland,2021,2,kiphire district,12223,43311509.14
nagaland,2021,2,kohima district,274137,694940464.6
nagaland,2021,2,tuensang district,27199,84823658.15
nagaland,2021,2,peren district,15860,42645682.01
nagaland,2021,2,dimapur district,585389,1726249195
nagaland,2021,2,zunheboto district,21747,54703199.48
nagaland,2021,2,wokha district,34223,82266645.13
nagaland,2021,3,mon district,56260,185806960.8
nagaland,2021,3,phek district,36963,116637883.3
nagaland,2021,3,longleng district,14691,44639115.39
nagaland,2021,3,mokokchung district,59456,170603111.1
nagaland,2021,3,kiphire district,14042,52234088.87
nagaland,2021,3,kohima district,335522,874957891.9
nagaland,2021,3,tuensang district,30653,109337196
nagaland,2021,3,peren district,19756,57076677.28
nagaland,2021,3,dimapur district,727702,2201388248
nagaland,2021,3,zunheboto district,23265,77798029.1
nagaland,2021,3,wokha district,38482,96937646.11
nagaland,2021,4,mon district,61436,235277660.3
nagaland,2021,4,phek district,44854,152644732.6
nagaland,2021,4,longleng district,16341,59818503.45
nagaland,2021,4,mokokchung district,64765,206715301.3
nagaland,2021,4,kiphire district,16058,54423239.57
nagaland,2021,4,kohima district,413753,1056357840
nagaland,2021,4,tuensang district,37106,148350887.5
nagaland,2021,4,peren district,22569,71109897
nagaland,2021,4,dimapur district,886146,2741781160
nagaland,2021,4,zunheboto district,25944,81774057.9
nagaland,2021,4,wokha district,42511,130830504.9
nagaland,2022,1,mon district,66833,240110588.1
nagaland,2022,1,phek district,44704,145342038.7
nagaland,2022,1,longleng district,17513,56264190.29
nagaland,2022,1,mokokchung district,68366,207590215
nagaland,2022,1,kiphire district,17406,57722840.11
nagaland,2022,1,kohima district,457809,1127446950
nagaland,2022,1,tuensang district,40524,151138444.1
nagaland,2022,1,peren district,24401,75586065.96
nagaland,2022,1,dimapur district,1111352,3258683920
nagaland,2022,1,zunheboto district,28736,88839937.41
nagaland,2022,1,wokha district,48308,136226519.8
nagaland,2022,2,mon district,69381,223341368
nagaland,2022,2,phek district,47255,163573534.5
nagaland,2022,2,longleng district,17247,53281628.25
nagaland,2022,2,mokokchung district,77214,244058058.4
nagaland,2022,2,kiphire district,20492,71074150.22
nagaland,2022,2,kohima district,308395,886866183.2
nagaland,2022,2,tuensang district,45170,164759286.6
nagaland,2022,2,peren district,24587,76072297.55
nagaland,2022,2,dimapur district,1334969,3611270477
nagaland,2022,2,zunheboto district,32898,100740614.9
nagaland,2022,2,wokha district,53721,145247750.8
nagaland,2022,3,mon district,68148,217924271.3
nagaland,2022,3,phek district,45816,151822055.8
nagaland,2022,3,longleng district,15346,48028740.5
nagaland,2022,3,mokokchung district,81244,249065125.5
nagaland,2022,3,kiphire district,19352,63372092.96
nagaland,2022,3,kohima district,390575,1084969827
nagaland,2022,3,tuensang district,44657,158205190.6
nagaland,2022,3,peren district,24443,79886712.62
nagaland,2022,3,dimapur district,1094753,3023858206
nagaland,2022,3,zunheboto district,30504,94302709.05
nagaland,2022,3,wokha district,79275,192965563.7
nagaland,2022,4,mon district,76894,266072328.1
nagaland,2022,4,phek district,43589,150669221.6
nagaland,2022,4,longleng district,17482,54513835.01
nagaland,2022,4,mokokchung district,79409,280130670.4
nagaland,2022,4,kiphire district,19928,66609982.7
nagaland,2022,4,kohima district,396318,1086767702
nagaland,2022,4,tuensang district,44176,177953210.3
nagaland,2022,4,peren district,24353,76706538.54
nagaland,2022,4,dimapur district,1632985,4411217835
nagaland,2022,4,zunheboto district,29697,102825390.7
nagaland,2022,4,wokha district,111374,296499670.6
nagaland,2023,1,mon district,149869,486405792
nagaland,2023,1,phek district,79530,255188847
nagaland,2023,1,longleng district,35715,115405751
nagaland,2023,1,mokokchung district,145142,452314800
nagaland,2023,1,kiphire district,36068,110625247
nagaland,2023,1,kohima district,453911,1235284779
nagaland,2023,1,tuensang district,87808,328452538
nagaland,2023,1,peren district,51856,144439545
nagaland,2023,1,dimapur district,1475840,4205042331
nagaland,2023,1,zunheboto district,63639,195487440
nagaland,2023,1,wokha district,106192,285750784
nagaland,2023,2,mon district,133673,410071101
nagaland,2023,2,phek district,73829,238420851
nagaland,2023,2,longleng district,24806,73921018
nagaland,2023,2,mokokchung district,141308,427839496
nagaland,2023,2,kiphire district,33949,107432144
nagaland,2023,2,kohima district,501179,1346997995
nagaland,2023,2,tuensang district,76278,274350868
nagaland,2023,2,peren district,47839,140403703
nagaland,2023,2,dimapur district,1735282,4577151672
nagaland,2023,2,zunheboto district,46870,140294277
nagaland,2023,2,wokha district,106988,284516185
nagaland,2023,3,mon district,155760,436617847
nagaland,2023,3,phek district,85593,314534447
nagaland,2023,3,longleng district,27485,74256852
nagaland,2023,3,mokokchung district,172504,452152390
nagaland,2023,3,kiphire district,43132,132377389
nagaland,2023,3,kohima district,581136,1464031784
nagaland,2023,3,tuensang district,92108,305647868
nagaland,2023,3,peren district,51779,142924960
nagaland,2023,3,dimapur district,2045117,4845934563
nagaland,2023,3,zunheboto district,49049,141455383
nagaland,2023,3,wokha district,118668,306366190
nagaland,2023,4,mon district,184086,534522145
nagaland,2023,4,phek district,89602,300478198
nagaland,2023,4,longleng district,31126,81311671
nagaland,2023,4,mokokchung district,179642,499284713
nagaland,2023,4,kiphire district,43057,133852305
nagaland,2023,4,kohima district,598863,1542864179
nagaland,2023,4,tuensang district,99308,326074292
nagaland,2023,4,peren district,58212,150905486
nagaland,2023,4,dimapur district,2329419,5574882683
nagaland,2023,4,zunheboto district,57046,159388370
nagaland,2023,4,wokha district,126818,371011380
nagaland,2024,1,mon district,212156,571806085
nagaland,2024,1,phek district,95926,285196497
nagaland,2024,1,longleng district,32768,83932274
nagaland,2024,1,mokokchung district,196984,482847127
nagaland,2024,1,kiphire district,48091,138530165
nagaland,2024,1,kohima district,649304,1529857847
nagaland,2024,1,tuensang district,101819,306584443
nagaland,2024,1,peren district,65138,163201420
nagaland,2024,1,dimapur district,2650169,5920507875
nagaland,2024,1,zunheboto district,63345,174424546
nagaland,2024,1,wokha district,143224,388027029
nagaland,2024,2,mon district,242000,561290812
nagaland,2024,2,phek district,116237,313273671
nagaland,2024,2,longleng district,43504,93991651
nagaland,2024,2,mokokchung district,370381,567756792
nagaland,2024,2,kiphire district,59019,157202879
nagaland,2024,2,kohima district,824281,1720916774
nagaland,2024,2,tuensang district,150207,358850172
nagaland,2024,2,peren district,81452,179424487
nagaland,2024,2,dimapur district,3397149,6450343834
nagaland,2024,2,zunheboto district,89473,203991275
nagaland,2024,2,wokha district,224997,405870749
nagaland,2024,3,mon district,357659,674050222
nagaland,2024,3,phek district,138643,323433719
nagaland,2024,3,longleng district,57854,94047301
nagaland,2024,3,mokokchung district,420147,598819219
nagaland,2024,3,tseminyu district,12363,24649973
nagaland,2024,3,kiphire district,71727,160849943
nagaland,2024,3,kohima district,1044378,1956747982
nagaland,2024,3,chumoukedima district,1179991,1813214983
nagaland,2024,3,noklak district,26285,58145928
nagaland,2024,3,peren district,107405,204202065
nagaland,2024,3,wokha district,205862,377587481
nagaland,2024,3,niuland district,751,987193
nagaland,2024,3,tuensang district,161784,314014186
nagaland,2024,3,shamator district,15803,39767061
nagaland,2024,3,dimapur district,3074810,5429188725
nagaland,2024,3,zunheboto district,106173,211609187
nagaland,2024,4,mon district,409826,816426351
nagaland,2024,4,phek district,162530,366279198
nagaland,2024,4,longleng district,68500,137356405
nagaland,2024,4,mokokchung district,472115,701974614
nagaland,2024,4,tseminyu district,13059,28603115
nagaland,2024,4,kiphire district,84142,189081853
nagaland,2024,4,kohima district,1181332,2163481649
nagaland,2024,4,chumoukedima district,1363576,2088719723
nagaland,2024,4,noklak district,34614,84523164
nagaland,2024,4,peren district,124298,217478206
nagaland,2024,4,wokha district,233497,442050391
nagaland,2024,4,niuland district,1077,1757758
nagaland,2024,4,tuensang district,185147,354238474
nagaland,2024,4,shamator district,19668,45705139
nagaland,2024,4,dimapur district,3443239,6079532376
nagaland,2024,4,zunheboto district,124932,241890260
odisha,2018,1,rayagada district,57875,63041849.55
odisha,2018,1,koraput district,64106,87612627.38
odisha,2018,1,malkangiri district,12181,13922771.65
odisha,2018,1,sambalpur district,135539,130860855
odisha,2018,1,kalahandi district,101889,56923003.75
odisha,2018,1,anugul district,173164,139694643.6
odisha,2018,1,ganjam district,399549,379358026.2
odisha,2018,1,jajapur district,362382,204373666.3
odisha,2018,1,bargarh district,100526,69991391.86
odisha,2018,1,dhenkanal district,170704,110743456
odisha,2018,1,bhadrak district,279644,187375014.3
odisha,2018,1,nuapada district,22483,16219184.75
odisha,2018,1,kendujhar district,259941,196242627.6
odisha,2018,1,mayurbhanj district,208105,151786389.2
odisha,2018,1,jharsuguda district,85127,99628072.57
odisha,2018,1,kandhamal district,31647,27561407.79
odisha,2018,1,deogarh district,22191,17727797.11
odisha,2018,1,sundargarh district,193041,185365810.1
odisha,2018,1,jagatsinghapur district,226525,119770991.4
odisha,2018,1,balangir district,122127,99039589.99
odisha,2018,1,baleshwar district,469068,306223509.1
odisha,2018,1,puri district,279071,173702320.3
odisha,2018,1,sonepur district,65573,33907648.68
odisha,2018,1,khordha district,1013916,1064565482
odisha,2018,1,boudh district,23736,20293882.5
odisha,2018,1,gajapati district,27344,28674112.96
odisha,2018,1,nayagarh district,195162,109752751.4
odisha,2018,1,nabarangpur district,29925,32425549.03
odisha,2018,1,kendrapara district,189692,109453626.9
odisha,2018,1,cuttack district,487588,391394151.6
odisha,2018,2,rayagada district,78405,133934305.1
odisha,2018,2,koraput district,97339,163322730
odisha,2018,2,malkangiri district,18334,31113526.61
odisha,2018,2,sambalpur district,183165,243114979.8
odisha,2018,2,kalahandi district,127537,110202063.3
odisha,2018,2,anugul district,239863,251270632.8
odisha,2018,2,ganjam district,516556,659317553.1
odisha,2018,2,jajapur district,516443,374915596.4
odisha,2018,2,bargarh district,148693,142274687.8
odisha,2018,2,dhenkanal district,250503,196983337.3
odisha,2018,2,bhadrak district,401149,370601551.2
odisha,2018,2,nuapada district,28460,31977887.61
odisha,2018,2,kendujhar district,354756,396095823
odisha,2018,2,mayurbhanj district,309322,308804358.7
odisha,2018,2,jharsuguda district,122539,200645039.8
odisha,2018,2,kandhamal district,42540,53127566.03
odisha,2018,2,deogarh district,27938,25744655.73
odisha,2018,2,sundargarh district,261219,347365611.3
odisha,2018,2,jagatsinghapur district,352035,213321220.3
odisha,2018,2,balangir district,184848,225892711.3
odisha,2018,2,baleshwar district,711772,628176565.9
odisha,2018,2,puri district,399081,317753882.2
odisha,2018,2,sonepur district,100367,72953023
odisha,2018,2,khordha district,1344202,1738879067
odisha,2018,2,boudh district,35158,30803139.08
odisha,2018,2,gajapati district,34342,53091301.98
odisha,2018,2,nayagarh district,271194,186571949
odisha,2018,2,nabarangpur district,42799,70788054.16
odisha,2018,2,kendrapara district,253791,205735327.5
odisha,2018,2,cuttack district,703794,703532192.7
odisha,2018,3,rayagada district,153782,221366403.5
odisha,2018,3,koraput district,190128,309493417.8
odisha,2018,3,malkangiri district,33813,66126775.36
odisha,2018,3,sambalpur district,516882,509785806.7
odisha,2018,3,kalahandi district,317849,275641643.3
odisha,2018,3,anugul district,788980,629540966.2
odisha,2018,3,ganjam district,1634313,1488758261
odisha,2018,3,jajapur district,1897103,1217205291
odisha,2018,3,bargarh district,475249,355106412.2
odisha,2018,3,dhenkanal district,1546536,893325822.9
odisha,2018,3,bhadrak district,1431437,1105939241
odisha,2018,3,nuapada district,71512,88353387.44
odisha,2018,3,kendujhar district,1247010,1007991208
odisha,2018,3,mayurbhanj district,1007920,778424664.2
odisha,2018,3,jharsuguda district,295910,500399018
odisha,2018,3,kandhamal district,86499,102126788.9
odisha,2018,3,deogarh district,79892,62546408.54
odisha,2018,3,sundargarh district,607564,679466472.4
odisha,2018,3,jagatsinghapur district,914194,602444546.9
odisha,2018,3,balangir district,398755,451445683.5
odisha,2018,3,baleshwar district,3746440,2480538495
odisha,2018,3,puri district,1434318,948651181.6
odisha,2018,3,sonepur district,430291,286967512.3
odisha,2018,3,khordha district,5333443,4389717267
odisha,2018,3,boudh district,142876,101294236.1
odisha,2018,3,gajapati district,88201,99259597.45
odisha,2018,3,nayagarh district,1140437,672431075.2
odisha,2018,3,nabarangpur district,74791,131705572.3
odisha,2018,3,kendrapara district,940408,590088339.5
odisha,2018,3,cuttack district,3025622,2048374280
odisha,2018,4,rayagada district,210620,375733700.1
odisha,2018,4,koraput district,217814,450336283.9
odisha,2018,4,malkangiri district,48825,111333626.4
odisha,2018,4,sambalpur district,496780,656698191.8
odisha,2018,4,kalahandi district,319594,366703031.8
odisha,2018,4,anugul district,603596,741924970.1
odisha,2018,4,ganjam district,1402146,1733900622
odisha,2018,4,jajapur district,1228698,1110622397
odisha,2018,4,bargarh district,368823,397273620.2
odisha,2018,4,dhenkanal district,736715,606485615.3
odisha,2018,4,bhadrak district,1048520,1040836292
odisha,2018,4,nuapada district,83272,129383879.7
odisha,2018,4,kendujhar district,774382,951193274.9
odisha,2018,4,mayurbhanj district,671390,709208197
odisha,2018,4,jharsuguda district,361836,635778677.8
odisha,2018,4,kandhamal district,105832,170201069.8
odisha,2018,4,deogarh district,78808,79524192.4
odisha,2018,4,sundargarh district,620461,942930576.3
odisha,2018,4,jagatsinghapur district,729403,588561101.6
odisha,2018,4,balangir district,369543,559763676.4
odisha,2018,4,baleshwar district,1996845,1819634444
odisha,2018,4,puri district,1076748,919852799.5
odisha,2018,4,sonepur district,238162,248817917.2
odisha,2018,4,khordha district,4036038,4756776454
odisha,2018,4,boudh district,112170,116282926.3
odisha,2018,4,gajapati district,87088,135906778.3
odisha,2018,4,nayagarh district,568477,432441659
odisha,2018,4,nabarangpur district,90414,185807459.3
odisha,2018,4,kendrapara district,636115,555486338.2
odisha,2018,4,cuttack district,1823683,1900469800
odisha,2019,1,rayagada district,340244,595120420.4
odisha,2019,1,koraput district,316520,630823035.8
odisha,2019,1,malkangiri district,70405,160691430.8
odisha,2019,1,sambalpur district,895013,918259581.1
odisha,2019,1,kalahandi district,431549,586265031.5
odisha,2019,1,anugul district,1023176,1083105252
odisha,2019,1,ganjam district,2226839,2660856143
odisha,2019,1,jajapur district,2005354,1597716033
odisha,2019,1,bargarh district,461241,528962055.1
odisha,2019,1,dhenkanal district,1112474,855542150.6
odisha,2019,1,bhadrak district,1224209,1137735927
odisha,2019,1,nuapada district,108374,179419439
